k_id	work	k	genre	year	mov_id	mov	tempo	time_sig	key	exp_beg	exp_len	tot_cads	cad_no	cad_type	next_key	elided	arr_m	arr_beat	end_m	end_beat	cad_len
278	Sonata for Organ and Orchestra	278 (271e)	Church sonata	1777	164		Allegro	4/4	C	1	55	7	5	K4	V	true	40	1.00	40	1.00	0.00
278	Sonata for Organ and Orchestra	278 (271e)	Church sonata	1777	164		Allegro	4/4	C	1	55	7	6	K4	V	false	50	1.00	50	2.00	1.00
278	Sonata for Organ and Orchestra	278 (271e)	Church sonata	1777	164		Allegro	4/4	C	1	55	7	7	K4	 	false	54	1.00	56	1.00	8.00
279	Piano Sonata	279 (189d)	Piano sonata	1775	165	I	Allegro	4/4	C	1	38	4	1	K1	I	true	12	3.00	14	3.00	8.00
279	Piano Sonata	279 (189d)	Piano sonata	1775	165	I	Allegro	4/4	C	1	38	4	2	K2	V	false	16	1.00	17	1.00	4.00
279	Piano Sonata	279 (189d)	Piano sonata	1775	165	I	Allegro	4/4	C	1	38	4	3	K4	V	true	31	1.00	31	1.00	0.00
279	Piano Sonata	279 (189d)	Piano sonata	1775	165	I	Allegro	4/4	C	1	38	4	4	K4	 	false	37	1.00	39	1.00	8.00
279	Piano Sonata	279 (189d)	Piano sonata	1775	166	III	Allegro	2/4	C	1	56	6	1	K1	I	false	10	1.00	11	1.00	2.00
279	Piano Sonata	279 (189d)	Piano sonata	1775	166	III	Allegro	2/4	C	1	56	6	2	K3	V	false	18	1.00	23	1.00	10.00
279	Piano Sonata	279 (189d)	Piano sonata	1775	166	III	Allegro	2/4	C	1	56	6	3	K3	V	false	30	1.00	33	1.00	6.00
279	Piano Sonata	279 (189d)	Piano sonata	1775	166	III	Allegro	2/4	C	1	56	6	4	K4	V	false	38	1.00	38	1.25	0.25
279	Piano Sonata	279 (189d)	Piano sonata	1775	166	III	Allegro	2/4	C	1	56	6	5	K4	V	true	54	1.00	54	1.00	0.00
279	Piano Sonata	279 (189d)	Piano sonata	1775	166	III	Allegro	2/4	C	1	56	6	6	K4	 	false	56	1.00	57	1.00	2.00
280	Piano Sonata	280 (189e)	Piano sonata	1775	167	I	Allegro assai	3/4	F	1	56	5	1	K1	I	true	13	1.00	13	1.00	0.00
280	Piano Sonata	280 (189e)	Piano sonata	1775	167	I	Allegro assai	3/4	F	1	56	5	2	K2	V	false	26	1.00	27	1.00	3.00
280	Piano Sonata	280 (189e)	Piano sonata	1775	167	I	Allegro assai	3/4	F	1	56	5	3	K4	V	true	43	1.00	43	1.00	0.00
280	Piano Sonata	280 (189e)	Piano sonata	1775	167	I	Allegro assai	3/4	F	1	56	5	4	K4	V	true	54	1.00	54	1.00	0.00
280	Piano Sonata	280 (189e)	Piano sonata	1775	167	I	Allegro assai	3/4	F	1	56	5	5	K4	 	false	56	1.00	57	1.00	3.00
280	Piano Sonata	280 (189e)	Piano sonata	1775	168	III	Presto	3/8	F	1	77	5	1	K1	I	false	16	1.00	17	1.00	1.50
280	Piano Sonata	280 (189e)	Piano sonata	1775	168	III	Presto	3/8	F	1	77	5	2	K2	V	false	28	1.00	29	1.00	1.50
280	Piano Sonata	280 (189e)	Piano sonata	1775	168	III	Presto	3/8	F	1	77	5	3	K3	V	false	32	1.00	38	1.00	9.00
280	Piano Sonata	280 (189e)	Piano sonata	1775	168	III	Presto	3/8	F	1	77	5	4	K4	V	false	66	1.00	66	1.33	0.50
280	Piano Sonata	280 (189e)	Piano sonata	1775	168	III	Presto	3/8	F	1	77	5	5	K4	 	false	76	1.00	78	1.00	3.00
281	Piano Sonata	281 (189f)	Piano sonata	1775	169	I	Allegro	2/4	Bb	1	40	4	1	K1	I	true	8	1.00	12	1.00	8.00
281	Piano Sonata	281 (189f)	Piano sonata	1775	169	I	Allegro	2/4	Bb	1	40	4	2	K2	V	false	16	1.00	17	2.00	3.00
281	Piano Sonata	281 (189f)	Piano sonata	1775	169	I	Allegro	2/4	Bb	1	40	4	3	K4	V	false	34	1.00	34	1.25	0.25
281	Piano Sonata	281 (189f)	Piano sonata	1775	169	I	Allegro	2/4	Bb	1	40	4	4	K4	 	false	38	1.00	41	1.00	6.00
282	Piano Sonata	282 (189g)	Piano sonata	1775	170	III	Allegro	2/4	Eb	1	39	5	1	K1	I	false	4	2.00	5	1.00	1.00
282	Piano Sonata	282 (189g)	Piano sonata	1775	170	III	Allegro	2/4	Eb	1	39	5	2	K2	V	false	8	1.00	9	1.00	2.00
282	Piano Sonata	282 (189g)	Piano sonata	1775	170	III	Allegro	2/4	Eb	1	39	5	3	K3	V	false	15	1.00	16	1.00	2.00
282	Piano Sonata	282 (189g)	Piano sonata	1775	170	III	Allegro	2/4	Eb	1	39	5	4	K4	V	true	35	1.00	35	1.00	0.00
282	Piano Sonata	282 (189g)	Piano sonata	1775	170	III	Allegro	2/4	Eb	1	39	5	5	K4	 	false	39	1.00	40	1.00	2.00
283	Piano Sonata	283 (189h)	Piano sonata	1775	171	I	Allegro	3/4	G	1	53	4	1	K1	I	false	16	1.00	16	2.50	1.50
283	Piano Sonata	283 (189h)	Piano sonata	1775	171	I	Allegro	3/4	G	1	53	4	2	K2	V	false	22	1.00	23	1.00	3.00
283	Piano Sonata	283 (189h)	Piano sonata	1775	171	I	Allegro	3/4	G	1	53	4	3	K4	V	false	43	1.00	43	1.50	0.50
283	Piano Sonata	283 (189h)	Piano sonata	1775	171	I	Allegro	3/4	G	1	53	4	4	K4	 	false	51	1.00	54	1.00	9.00
283	Piano Sonata	283 (189h)	Piano sonata	1775	172	III	Presto	3/8	G	1	102	5	1	K1	I	false	24	1.00	25	1.00	1.50
283	Piano Sonata	283 (189h)	Piano sonata	1775	172	III	Presto	3/8	G	1	102	5	2	K2	V	false	39	1.00	41	1.00	3.00
283	Piano Sonata	283 (189h)	Piano sonata	1775	172	III	Presto	3/8	G	1	102	5	3	K4	V	false	73	1.00	74	1.00	1.50
283	Piano Sonata	283 (189h)	Piano sonata	1775	172	III	Presto	3/8	G	1	102	5	4	K4	V	false	97	1.00	98	1.00	1.50
283	Piano Sonata	283 (189h)	Piano sonata	1775	172	III	Presto	3/8	G	1	102	5	5	K4	 	false	102	1.00	103	1.00	1.50
284	Piano Sonata	284 (205b)	Piano sonata	1775	173	I	Allegro	4/4	D	1	51	6	1	K1	I	true	9	1.00	9	1.00	0.00
284	Piano Sonata	284 (205b)	Piano sonata	1775	173	I	Allegro	4/4	D	1	51	6	2	K2	V	false	17	1.00	22	1.00	20.00
284	Piano Sonata	284 (205b)	Piano sonata	1775	173	I	Allegro	4/4	D	1	51	6	3	K3	V	false	34	1.00	38	1.00	16.00
284	Piano Sonata	284 (205b)	Piano sonata	1775	173	I	Allegro	4/4	D	1	51	6	4	K4	V	true	44	1.00	44	1.00	0.00
284	Piano Sonata	284 (205b)	Piano sonata	1775	173	I	Allegro	4/4	D	1	51	6	5	K4	V	false	50	1.00	50	3.00	2.00
284	Piano Sonata	284 (205b)	Piano sonata	1775	173	I	Allegro	4/4	D	1	51	6	6	K4	 	false	51	1.00	52	1.00	4.00
285	Flute Quartet	285	Quartet with wind instrument	1777	174	I	Allegro	4/4	D	1	65	6	1	K1	I	false	12	1.00	13	1.00	4.00
285	Flute Quartet	285	Quartet with wind instrument	1777	174	I	Allegro	4/4	D	1	65	6	2	K2	V	false	25	1.00	26	1.00	4.00
285	Flute Quartet	285	Quartet with wind instrument	1777	174	I	Allegro	4/4	D	1	65	6	3	K3	V	true	33	1.00	33	1.00	0.00
285	Flute Quartet	285	Quartet with wind instrument	1777	174	I	Allegro	4/4	D	1	65	6	4	K4	V	false	43	1.00	43	3.00	2.00
285	Flute Quartet	285	Quartet with wind instrument	1777	174	I	Allegro	4/4	D	1	65	6	5	K4	V	true	51	1.00	51	1.00	0.00
285	Flute Quartet	285	Quartet with wind instrument	1777	174	I	Allegro	4/4	D	1	65	6	6	K4	 	false	58	1.00	66	1.00	32.00
285b	Flute Quartet	Anh. 171 (285b)	Quartet with wind instrument	1781	175	I	Allegro	3/4	C	1	66	4	1	K1	I	false	16	1.00	16	1.50	0.50
285b	Flute Quartet	Anh. 171 (285b)	Quartet with wind instrument	1781	175	I	Allegro	3/4	C	1	66	4	2	K2	V	false	24	1.00	31	1.00	21.00
285b	Flute Quartet	Anh. 171 (285b)	Quartet with wind instrument	1781	175	I	Allegro	3/4	C	1	66	4	3	K4	V	true	59	1.00	59	1.00	0.00
285b	Flute Quartet	Anh. 171 (285b)	Quartet with wind instrument	1781	175	I	Allegro	3/4	C	1	66	4	4	K4	 	false	65	1.00	67	1.00	6.00
287	Divertimento	287 (271b, 271H)	Divertimento for a mixed ensemble	1777	176	I	Allegro	3/4	Bb	1	114	6	1	K1	I	false	25	3.00	26	1.00	1.00
287	Divertimento	287 (271b, 271H)	Divertimento for a mixed ensemble	1777	176	I	Allegro	3/4	Bb	1	114	6	2	K2	V	false	33	1.00	45	1.00	36.00
287	Divertimento	287 (271b, 271H)	Divertimento for a mixed ensemble	1777	176	I	Allegro	3/4	Bb	1	114	6	3	K4	V	false	60	1.00	60	2.00	1.00
287	Divertimento	287 (271b, 271H)	Divertimento for a mixed ensemble	1777	176	I	Allegro	3/4	Bb	1	114	6	4	K4	V	true	89	1.00	89	1.00	0.00
287	Divertimento	287 (271b, 271H)	Divertimento for a mixed ensemble	1777	176	I	Allegro	3/4	Bb	1	114	6	5	K4	V	false	97	1.00	97	3.00	2.00
287	Divertimento	287 (271b, 271H)	Divertimento for a mixed ensemble	1777	176	I	Allegro	3/4	Bb	1	114	6	6	K4	 	true	111	1.00	111	1.00	0.00
289	Divertimento	289 (271g) 	Divertimento for wind instruments	1777	177	I	Allegro	4/4	Eb	14	54	5	1	K1	V	false	27	1.00	28	1.00	4.00
289	Divertimento	289 (271g) 	Divertimento for wind instruments	1777	177	I	Allegro	4/4	Eb	14	54	5	2	K4	V	false	40	1.00	41	1.00	4.00
289	Divertimento	289 (271g) 	Divertimento for wind instruments	1777	177	I	Allegro	4/4	Eb	14	54	5	3	K3	V	false	52	1.00	55	1.00	12.00
289	Divertimento	289 (271g) 	Divertimento for wind instruments	1777	177	I	Allegro	4/4	Eb	14	54	5	4	K4	V	true	61	1.00	61	1.00	0.00
289	Divertimento	289 (271g) 	Divertimento for wind instruments	1777	177	I	Allegro	4/4	Eb	14	54	5	5	K4	 	false	66	1.00	67	1.00	4.00
289	Divertimento	289 (271g) 	Divertimento for wind instruments	1777	178	IV	Presto	2/2	Eb	1	41	3	1	K1	V	false	12	1.00	17	1.00	20.00
289	Divertimento	289 (271g) 	Divertimento for wind instruments	1777	178	IV	Presto	2/2	Eb	1	41	3	2	K4	V	true	31	1.00	31	1.00	0.00
289	Divertimento	289 (271g) 	Divertimento for wind instruments	1777	178	IV	Presto	2/2	Eb	1	41	3	3	K4	 	false	39	1.00	42	1.00	12.00
292	Sonata for Bassoon and Violoncello	292 (196c)	Duo for melodic instruments	1775	179	I	Allegro	4/4	Bb	1	46	6	1	K1	I	false	10	1.00	11	1.00	4.00
292	Sonata for Bassoon and Violoncello	292 (196c)	Duo for melodic instruments	1775	179	I	Allegro	4/4	Bb	1	46	6	2	K2	V	false	18	1.00	19	1.00	4.00
292	Sonata for Bassoon and Violoncello	292 (196c)	Duo for melodic instruments	1775	179	I	Allegro	4/4	Bb	1	46	6	3	K4	V	false	29	1.00	30	1.00	4.00
292	Sonata for Bassoon and Violoncello	292 (196c)	Duo for melodic instruments	1775	179	I	Allegro	4/4	Bb	1	46	6	4	K4	V	true	37	1.00	37	1.00	0.00
292	Sonata for Bassoon and Violoncello	292 (196c)	Duo for melodic instruments	1775	179	I	Allegro	4/4	Bb	1	46	6	5	K4	V	false	45	1.00	45	1.50	0.50
292	Sonata for Bassoon and Violoncello	292 (196c)	Duo for melodic instruments	1775	179	I	Allegro	4/4	Bb	1	46	6	6	K4	 	false	46	1.00	47	1.00	4.00
296	Sonata for Piano and Violin	296	Violin sonata	1778	180	I	Allegro vivace	4/4	C	1	68	6	1	K1	I	true	9	1.00	9	1.00	0.00
296	Sonata for Piano and Violin	296	Violin sonata	1778	180	I	Allegro vivace	4/4	C	1	68	6	2	K1	I	true	22	1.00	22	1.00	0.00
296	Sonata for Piano and Violin	296	Violin sonata	1778	180	I	Allegro vivace	4/4	C	1	68	6	3	K2	V	false	29	1.00	30	1.00	4.00
296	Sonata for Piano and Violin	296	Violin sonata	1778	180	I	Allegro vivace	4/4	C	1	68	6	4	K3	V	false	33	1.00	43	1.00	40.00
296	Sonata for Piano and Violin	296	Violin sonata	1778	180	I	Allegro vivace	4/4	C	1	68	6	5	K4	V	false	59	1.00	60	1.00	4.00
296	Sonata for Piano and Violin	296	Violin sonata	1778	180	I	Allegro vivace	4/4	C	1	68	6	6	K4	 	false	67	1.00	69	1.00	8.00
297	Symphony	297 (300a)	Symphony	1778	181	I	Allegro assai	4/4	D	1	122	5	1	K1	I	true	19	1.00	19	1.00	0.00
297	Symphony	297 (300a)	Symphony	1778	181	I	Allegro assai	4/4	D	1	122	5	2	K1	I	false	23	1.00	26	3.00	14.00
297	Symphony	297 (300a)	Symphony	1778	181	I	Allegro assai	4/4	D	1	122	5	3	K2	V	false	40	1.00	52	1.00	48.00
297	Symphony	297 (300a)	Symphony	1778	181	I	Allegro assai	4/4	D	1	122	5	4	K4	V	true	105	1.00	105	1.00	0.00
297	Symphony	297 (300a)	Symphony	1778	181	I	Allegro assai	4/4	D	1	122	5	5	K4	 	true	117	1.00	119	1.00	8.00
297	Symphony	297 (300a)	Symphony	1778	182	III	Allegro	2/2	D	1	116	6	1	K1	I	true	22	1.00	25	1.00	12.00
297	Symphony	297 (300a)	Symphony	1778	182	III	Allegro	2/2	D	1	116	6	2	K3	V	false	39	1.00	45	1.00	24.00
297	Symphony	297 (300a)	Symphony	1778	182	III	Allegro	2/2	D	1	116	6	3	K4	V	true	61	1.00	61	1.00	0.00
297	Symphony	297 (300a)	Symphony	1778	182	III	Allegro	2/2	D	1	116	6	4	K4	V	true	85	1.00	85	1.00	0.00
297	Symphony	297 (300a)	Symphony	1778	182	III	Allegro	2/2	D	1	116	6	5	K4	V	true	107	1.00	107	1.00	0.00
297	Symphony	297 (300a)	Symphony	1778	182	III	Allegro	2/2	D	1	116	6	6	K4	 	false	109	1.00	117	1.00	32.00
301	Sonata for Piano and Violin	301 (293a)	Violin sonata	1778	183	I	Allegro spiritoso	4/4	G	1	84	8	1	K1	I	false	8	1.00	9	1.00	4.00
301	Sonata for Piano and Violin	301 (293a)	Violin sonata	1778	183	I	Allegro spiritoso	4/4	G	1	84	8	2	K2	I	false	12	1.00	13	1.00	4.00
301	Sonata for Piano and Violin	301 (293a)	Violin sonata	1778	183	I	Allegro spiritoso	4/4	G	1	84	8	3	K1	I	false	20	1.00	28	1.50	32.50
301	Sonata for Piano and Violin	301 (293a)	Violin sonata	1778	183	I	Allegro spiritoso	4/4	G	1	84	8	4	K3	V	false	41	1.00	44	1.00	12.00
301	Sonata for Piano and Violin	301 (293a)	Violin sonata	1778	183	I	Allegro spiritoso	4/4	G	1	84	8	5	K4	V	true	59	1.00	59	1.00	0.00
301	Sonata for Piano and Violin	301 (293a)	Violin sonata	1778	183	I	Allegro spiritoso	4/4	G	1	84	8	6	K4	V	true	70	1.00	70	1.00	0.00
301	Sonata for Piano and Violin	301 (293a)	Violin sonata	1778	183	I	Allegro spiritoso	4/4	G	1	84	8	7	K4	V	true	78	1.00	78	1.00	0.00
301	Sonata for Piano and Violin	301 (293a)	Violin sonata	1778	183	I	Allegro spiritoso	4/4	G	1	84	8	8	K4	 	false	80	1.00	85	1.00	20.00
302	Sonata for Piano and Violin	302 (293b)	Violin sonata	1778	184	I	Allegro	3/4	Eb	1	68	4	1	K1	I	false	15	1.00	34	1.00	57.00
302	Sonata for Piano and Violin	302 (293b)	Violin sonata	1778	184	I	Allegro	3/4	Eb	1	68	4	2	K3	V	false	40	1.00	41	1.00	3.00
302	Sonata for Piano and Violin	302 (293b)	Violin sonata	1778	184	I	Allegro	3/4	Eb	1	68	4	3	K4	V	false	61	1.00	61	1.50	0.50
302	Sonata for Piano and Violin	302 (293b)	Violin sonata	1778	184	I	Allegro	3/4	Eb	1	68	4	4	K4	 	false	65	1.00	69	1.00	12.00
303	Sonata for Piano and Violin	303 (293c)	Violin sonata	1778	185	II	Tempo di Menuetto	3/4	C	1	42	3	1	K1	I	false	16	2.00	17	1.00	2.00
303	Sonata for Piano and Violin	303 (293c)	Violin sonata	1778	185	II	Tempo di Menuetto	3/4	C	1	42	3	2	K2	V	false	24	1.00	25	1.00	3.00
303	Sonata for Piano and Violin	303 (293c)	Violin sonata	1778	185	II	Tempo di Menuetto	3/4	C	1	42	3	3	K4	 	false	42	1.00	43	1.00	3.00
304	Sonata for Piano and Violin	304 (300c)	Violin sonata	1778	186	I	Allegro	2/2	e	1	84	6	1	K1	i	false	8	1.00	8	2.00	2.00
304	Sonata for Piano and Violin	304 (300c)	Violin sonata	1778	186	I	Allegro	2/2	e	1	84	6	2	K2	i	false	12	1.00	13	1.00	4.00
304	Sonata for Piano and Violin	304 (300c)	Violin sonata	1778	186	I	Allegro	2/2	e	1	84	6	3	K1	i	false	20	1.00	29	1.00	36.00
304	Sonata for Piano and Violin	304 (300c)	Violin sonata	1778	186	I	Allegro	2/2	e	1	84	6	4	K3	III	false	36	1.00	37	1.00	4.00
304	Sonata for Piano and Violin	304 (300c)	Violin sonata	1778	186	I	Allegro	2/2	e	1	84	6	5	K4	III	false	59	1.00	59	1.50	1.00
304	Sonata for Piano and Violin	304 (300c)	Violin sonata	1778	186	I	Allegro	2/2	e	1	84	6	6	K4	 	true	73	1.00	77	1.00	16.00
305	Sonata for Piano and Violin	305 (293d)	Violin sonata	1778	187	I	Molto allegro	6/8	A	1	73	5	1	K1	I	true	16	1.00	16	1.00	0.00
305	Sonata for Piano and Violin	305 (293d)	Violin sonata	1778	187	I	Molto allegro	6/8	A	1	73	5	2	K2	V	false	23	1.00	24	1.00	3.00
305	Sonata for Piano and Violin	305 (293d)	Violin sonata	1778	187	I	Molto allegro	6/8	A	1	73	5	3	K4	V	true	58	1.00	58	1.00	0.00
305	Sonata for Piano and Violin	305 (293d)	Violin sonata	1778	187	I	Molto allegro	6/8	A	1	73	5	4	K4	V	false	70	1.00	70	1.33	0.50
305	Sonata for Piano and Violin	305 (293d)	Violin sonata	1778	187	I	Molto allegro	6/8	A	1	73	5	5	K4	 	false	73	1.00	74	1.00	3.00
306	Sonata for Piano and Violin	306 (300l)	Violin sonata	1778	188	I	Allegro spiritoso	4/4	D	1	74	6	1	K1	I	true	12	1.00	12	1.00	0.00
306	Sonata for Piano and Violin	306 (300l)	Violin sonata	1778	188	I	Allegro spiritoso	4/4	D	1	74	6	2	K2	V	false	20	1.00	26	1.00	24.00
306	Sonata for Piano and Violin	306 (300l)	Violin sonata	1778	188	I	Allegro spiritoso	4/4	D	1	74	6	3	K3	V	true	38	1.00	38	1.00	0.00
306	Sonata for Piano and Violin	306 (300l)	Violin sonata	1778	188	I	Allegro spiritoso	4/4	D	1	74	6	4	K4	V	false	52	1.00	52	3.00	2.00
306	Sonata for Piano and Violin	306 (300l)	Violin sonata	1778	188	I	Allegro spiritoso	4/4	D	1	74	6	5	K4	V	false	68	1.00	68	3.00	2.00
306	Sonata for Piano and Violin	306 (300l)	Violin sonata	1778	188	I	Allegro spiritoso	4/4	D	1	74	6	6	K4	 	false	74	1.00	75	1.00	4.00
309	Piano Sonata	309 (284b)	Piano sonata	1777	189	I	Allegro spiritoso	4/4	C	1	58	5	1	K1	I	true	21	1.00	21	1.00	0.00
309	Piano Sonata	309 (284b)	Piano sonata	1777	189	I	Allegro spiritoso	4/4	C	1	58	5	2	K2	V	true	27	1.00	27	1.00	0.00
309	Piano Sonata	309 (284b)	Piano sonata	1777	189	I	Allegro spiritoso	4/4	C	1	58	5	3	K3	V	false	32	1.00	33	1.00	4.00
309	Piano Sonata	309 (284b)	Piano sonata	1777	189	I	Allegro spiritoso	4/4	C	1	58	5	4	K4	V	false	54	1.00	54	2.00	1.00
309	Piano Sonata	309 (284b)	Piano sonata	1777	189	I	Allegro spiritoso	4/4	C	1	58	5	5	K4	 	false	58	1.00	59	1.00	4.00
310	Piano Sonata	310 (300d)	Piano sonata	1778	190	I	Allegro maestoso	4/4	a	1	49	5	1	K1	i	true	9	1.00	9	1.00	0.00
310	Piano Sonata	310 (300d)	Piano sonata	1778	190	I	Allegro maestoso	4/4	a	1	49	5	2	K3	III	false	16	1.00	23	1.00	28.00
310	Piano Sonata	310 (300d)	Piano sonata	1778	190	I	Allegro maestoso	4/4	a	1	49	5	3	K4	III	true	35	1.00	35	1.00	0.00
310	Piano Sonata	310 (300d)	Piano sonata	1778	190	I	Allegro maestoso	4/4	a	1	49	5	4	K4	III	true	45	1.00	45	1.00	0.00
310	Piano Sonata	310 (300d)	Piano sonata	1778	190	I	Allegro maestoso	4/4	a	1	49	5	5	K4	 	false	49	1.00	50	1.00	4.00
311	Piano Sonata	311 (284c)	Piano sonata	1777	191	I	Allegro spiritoso	4/4	D	1	39	6	1	K1	I	true	7	1.00	7	1.00	0.00
311	Piano Sonata	311 (284c)	Piano sonata	1777	191	I	Allegro spiritoso	4/4	D	1	39	6	2	K2	V	false	13	1.00	17	1.00	16.00
311	Piano Sonata	311 (284c)	Piano sonata	1777	191	I	Allegro spiritoso	4/4	D	1	39	6	3	K4	V	false	24	1.00	24	1.25	0.25
311	Piano Sonata	311 (284c)	Piano sonata	1777	191	I	Allegro spiritoso	4/4	D	1	39	6	4	K4	V	true	36	1.00	36	1.00	0.00
311	Piano Sonata	311 (284c)	Piano sonata	1777	191	I	Allegro spiritoso	4/4	D	1	39	6	5	K4	V	false	37	3.00	38	1.00	2.00
311	Piano Sonata	311 (284c)	Piano sonata	1777	191	I	Allegro spiritoso	4/4	D	1	39	6	6	K4	 	false	39	1.00	40	1.00	4.00
318	Symphony	318	Symphony	1779	192		Allegro spiritoso	4/4	G	1	69	5	1	K1	I	true	12	1.00	12	1.00	0.00
318	Symphony	318	Symphony	1779	192		Allegro spiritoso	4/4	G	1	69	5	2	K3	V	false	28	1.00	33	1.00	20.00
318	Symphony	318	Symphony	1779	192		Allegro spiritoso	4/4	G	1	69	5	3	K4	V	true	49	1.00	49	1.00	0.00
318	Symphony	318	Symphony	1779	192		Allegro spiritoso	4/4	G	1	69	5	4	K4	V	false	65	1.00	65	1.50	0.50
318	Symphony	318	Symphony	1779	192		Allegro spiritoso	4/4	G	1	69	5	5	K4	 	false	69	1.00	70	1.00	4.00
319	Symphony	319	Symphony	1779	193	I	Allegro assai	3/4	Bb	1	138	6	1	K1	I	true	25	1.00	25	1.00	0.00
319	Symphony	319	Symphony	1779	193	I	Allegro assai	3/4	Bb	1	138	6	2	K2	V	false	43	1.00	55	1.00	36.00
319	Symphony	319	Symphony	1779	193	I	Allegro assai	3/4	Bb	1	138	6	3	K3	V	false	80	1.00	84	1.00	12.00
319	Symphony	319	Symphony	1779	193	I	Allegro assai	3/4	Bb	1	138	6	4	K4	V	false	96	1.00	96	2.00	1.00
319	Symphony	319	Symphony	1779	193	I	Allegro assai	3/4	Bb	1	138	6	5	K4	V	true	129	1.00	129	1.00	0.00
319	Symphony	319	Symphony	1779	193	I	Allegro assai	3/4	Bb	1	138	6	6	K4	 	false	133	1.00	139	1.00	18.00
319	Symphony	319	Symphony	1779	194	IV	Allegro assai	2/4	Bb	1	161	6	1	K1	I	false	32	1.00	41	2.00	19.00
319	Symphony	319	Symphony	1779	194	IV	Allegro assai	2/4	Bb	1	161	6	2	K3	V	false	70	1.00	82	1.00	24.00
319	Symphony	319	Symphony	1779	194	IV	Allegro assai	2/4	Bb	1	161	6	3	K4	V	false	114	1.00	114	2.00	1.00
319	Symphony	319	Symphony	1779	194	IV	Allegro assai	2/4	Bb	1	161	6	4	K4	V	false	130	1.00	130	2.00	1.00
319	Symphony	319	Symphony	1779	194	IV	Allegro assai	2/4	Bb	1	161	6	5	K4	V	true	146	1.00	146	1.00	0.00
319	Symphony	319	Symphony	1779	194	IV	Allegro assai	2/4	Bb	1	161	6	6	K4	 	false	160	1.00	162	1.00	4.00
320	Serenade	320 with Two Marches K. 335 (320a)	Cassation/Serenade/Divertimento	1779	195	I	Allegro spiritoso	4/4	D	7	104	7	1	K1	I	true	26	1.00	26	1.00	0.00
320	Serenade	320 with Two Marches K. 335 (320a)	Cassation/Serenade/Divertimento	1779	195	I	Allegro spiritoso	4/4	D	7	104	7	2	K2	V	true	33	1.00	33	1.00	0.00
320	Serenade	320 with Two Marches K. 335 (320a)	Cassation/Serenade/Divertimento	1779	195	I	Allegro spiritoso	4/4	D	7	104	7	3	K3	V	false	41	1.00	45	1.00	16.00
320	Serenade	320 with Two Marches K. 335 (320a)	Cassation/Serenade/Divertimento	1779	195	I	Allegro spiritoso	4/4	D	7	104	7	4	K4	V	true	65	1.00	65	1.00	0.00
320	Serenade	320 with Two Marches K. 335 (320a)	Cassation/Serenade/Divertimento	1779	195	I	Allegro spiritoso	4/4	D	7	104	7	5	K4	V	true	89	1.00	89	1.00	0.00
320	Serenade	320 with Two Marches K. 335 (320a)	Cassation/Serenade/Divertimento	1779	195	I	Allegro spiritoso	4/4	D	7	104	7	6	K4	V	true	100	1.00	100	1.00	0.00
320	Serenade	320 with Two Marches K. 335 (320a)	Cassation/Serenade/Divertimento	1779	195	I	Allegro spiritoso	4/4	D	7	104	7	7	K4	 	false	106	1.00	107	1.00	4.00
320	Serenade	320 with Two Marches K. 335 (320a)	Cassation/Serenade/Divertimento	1779	196	VII	Presto	2/2	D	1	85	6	1	K1	I	true	16	1.00	16	1.00	0.00
320	Serenade	320 with Two Marches K. 335 (320a)	Cassation/Serenade/Divertimento	1779	196	VII	Presto	2/2	D	1	85	6	2	K2	V	true	26	1.00	26	1.00	0.00
320	Serenade	320 with Two Marches K. 335 (320a)	Cassation/Serenade/Divertimento	1779	196	VII	Presto	2/2	D	1	85	6	3	K3	V	false	28	1.00	36	1.00	32.00
320	Serenade	320 with Two Marches K. 335 (320a)	Cassation/Serenade/Divertimento	1779	196	VII	Presto	2/2	D	1	85	6	4	K4	V	true	52	1.00	52	1.00	0.00
320	Serenade	320 with Two Marches K. 335 (320a)	Cassation/Serenade/Divertimento	1779	196	VII	Presto	2/2	D	1	85	6	5	K4	V	true	70	1.00	70	1.00	0.00
320	Serenade	320 with Two Marches K. 335 (320a)	Cassation/Serenade/Divertimento	1779	196	VII	Presto	2/2	D	1	85	6	6	K4	 	false	78	1.00	86	1.00	32.00
328	Sonata for Organ and Orchestra	328 (317c)	Church sonata	1778	197		Allegro	4/4	C	1	41	5	1	K1	I	false	8	1.00	8	3.00	2.00
328	Sonata for Organ and Orchestra	328 (317c)	Church sonata	1778	197		Allegro	4/4	C	1	41	5	2	K2	V	true	12	1.00	12	1.00	0.00
328	Sonata for Organ and Orchestra	328 (317c)	Church sonata	1778	197		Allegro	4/4	C	1	41	5	3	K3	V	false	20	1.00	24	1.00	16.00
328	Sonata for Organ and Orchestra	328 (317c)	Church sonata	1778	197		Allegro	4/4	C	1	41	5	4	K4	V	true	36	1.00	38	1.00	8.00
328	Sonata for Organ and Orchestra	328 (317c)	Church sonata	1778	197		Allegro	4/4	C	1	41	5	5	K4	 	false	39	1.00	40	1.00	4.00
329	Sonata for Organ and Orchestra	329 (317a)	Church sonata	1779	198		Allegro	4/4	C	1	67	5	1	K1	I	true	13	1.00	13	1.00	0.00
329	Sonata for Organ and Orchestra	329 (317a)	Church sonata	1779	198		Allegro	4/4	C	1	67	5	2	K2	V	false	21	1.00	27	1.00	24.00
